name,date,socket,category,speed,turbo,cpuCount,cores,logicals,l1_cache,l2_cache,l3_cache
"Qualcomm Technologies, Inc SM8350",2021-04-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,0.0
"Qualcomm Technologies, Inc SM8350AC",2021-10-01,Unknown,Mobile/Embedded,2995.0,0.0,1,8,1,128.0,2048.0,0.0
"Qualcomm Technologies, Inc TRINKET",2021-01-01,Unknown,Mobile/Embedded,2016.0,0.0,1,8,1,64.0,1024.0,0.0
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",2022-03-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,32.0,512.0,0.0
"Renoir based on Qualcomm Technologies, Inc SM7350",2021-04-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,64.0,1024.0,0.0
RK30board,2022-11-01,Unknown,Mobile/Embedded,1608.0,0.0,1,4,1,32.0,512.0,0.0
ROC-RK3568-PC HDMI (Android),2022-02-01,Unknown,Mobile/Embedded,1992.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip (Device Tree),2021-01-01,Unknown,Mobile/Embedded,1800000.0,0.0,1,4,1,0.0,0.0,0.0
Rockchip RK,2021-09-01,Unknown,Mobile/Embedded,1989.0,0.0,1,8,1,0.0,0.0,0.0
Rockchip RK3229,2021-03-01,Unknown,Mobile/Embedded,1200.0,0.0,1,4,1,32.0,512.0,0.0
Rockchip RK3288,2021-05-01,Unknown,Mobile/Embedded,2106.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3288 (Flattened Device Tree),2021-02-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3326,2021-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,32.0,512.0,0.0
Rockchip rk3326 863 rkisp1 board,2022-08-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,32.0,512.0,0.0
Rockchip RK3328,2021-04-01,Unknown,Mobile/Embedded,1104.0,0.0,1,4,1,32.0,1024.0,0.0
Rockchip RK3328 box liantong avb,2022-06-01,Unknown,Mobile/Embedded,1104.0,0.0,1,4,1,32.0,1024.0,0.0
Rockchip RK3368,2021-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,8,1,64.0,1024.0,0.0
Rockchip RK3399,2021-01-01,Unknown,Mobile/Embedded,1989000.0,0.0,1,8,1,64.0,1024.0,0.0
Rockchip RK3566 BOX DEMO V10 ANDROID Board,2022-02-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3566 EVB1 DDR4 V10 Board,2021-11-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3566 EVB2 LP4X V10 Board,2021-11-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3566 EVB3 DDR3 V10 Board,2022-05-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3566 RK817 TABLET LP4X Board,2021-12-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,2021-10-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3568 EVB1 DDR4 V10 Board,2022-04-01,Unknown,Mobile/Embedded,1992.0,0.0,1,4,1,64.0,1024.0,0.0
Rockchip RK3588,2022-06-01,Unknown,Mobile/Embedded,2208.0,0.0,1,8,1,128.0,2048.0,4096.0
"rockchip,rk3328",2022-02-01,Unknown,Mobile/Embedded,1512.0,0.0,1,4,1,32.0,512.0,0.0
"rockchip,rk3368",2021-09-01,Unknown,Mobile/Embedded,1512.0,0.0,1,8,1,32.0,1024.0,0.0
Samsung A13 EUR OPEN REV02B board based on EXYNOS8,2022-05-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,128.0,1024.0,2048.0
Samsung A13 USA SINGLE REV02B board based on EXYNO,2022-07-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,128.0,1024.0,2048.0
Samsung Exynos 2100,2021-01-01,Unknown,Mobile/Embedded,2912000.0,0.0,1,8,1,128.0,2048.0,6144.0
Samsung Exynos 7420,2021-07-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,64.0,2048.0,3072.0
Samsung Exynos 7570,2021-02-01,Unknown,Mobile/Embedded,1430.0,0.0,1,4,1,64.0,1024.0,0.0
Samsung Exynos 7580,2021-06-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,64.0,2048.0,0.0
Samsung Exynos 7870,2021-02-01,Unknown,Mobile/Embedded,1586000.0,0.0,1,8,1,64.0,1024.0,0.0
Samsung Exynos 7880,2021-02-01,Unknown,Mobile/Embedded,1872.0,0.0,1,8,1,128.0,1024.0,0.0
Samsung Exynos 7884,2021-05-01,Unknown,Mobile/Embedded,1586.0,0.0,1,8,1,128.0,1024.0,0.0
Samsung Exynos 7885,2021-01-01,Unknown,Mobile/Embedded,2184000.0,0.0,1,8,1,128.0,1024.0,0.0
Samsung Exynos 7904,2021-01-01,Unknown,Mobile/Embedded,1768000.0,0.0,1,8,1,128.0,1024.0,0.0
Samsung Exynos 8890,2021-01-01,Unknown,Mobile/Embedded,2600000.0,0.0,1,8,1,128.0,2048.0,4096.0
Samsung Exynos 8895,2021-01-01,Unknown,Mobile/Embedded,2314000.0,0.0,1,8,1,128.0,2048.0,4096.0
Samsung Exynos 9610,2021-01-01,Unknown,Mobile/Embedded,2314000.0,0.0,1,8,1,128.0,1024.0,1024.0
Samsung Exynos 9611,2021-02-01,Unknown,Mobile/Embedded,2314.0,0.0,1,8,1,128.0,1024.0,1024.0
Samsung Exynos 9810,2021-02-01,Unknown,Mobile/Embedded,2704000.0,0.0,1,8,1,128.0,2048.0,2048.0
Samsung Exynos 9820,2021-01-01,Unknown,Mobile/Embedded,2730000.0,0.0,1,8,1,128.0,2048.0,2048.0
Samsung Exynos 9825,2021-01-01,Unknown,Mobile/Embedded,2730000.0,0.0,1,8,1,128.0,2048.0,2048.0
Samsung EXYNOS5420,2021-01-01,Unknown,Mobile/Embedded,2100000.0,0.0,1,4,1,64.0,2048.0,0.0
Samsung EXYNOS5433,2021-02-01,Unknown,Mobile/Embedded,1900.0,0.0,1,8,1,128.0,2048.0,3072.0
SAMSUNG Exynos7420,2021-02-01,Unknown,Mobile/Embedded,2100000.0,0.0,1,8,1,64.0,2048.0,3072.0
SAMSUNG Exynos7580,2021-02-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,64.0,2048.0,0.0
Samsung GrandPrimePlus LTE CIS rev04 board based o,2021-02-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,64.0,1024.0,0.0
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,2021-05-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,64.0,1024.0,0.0
Samsung J7 Max LTE SWA board based on MT6757V/WL,2021-04-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,64.0,1024.0,0.0
SAMSUNG JF,2021-02-01,Unknown,Mobile/Embedded,1890.0,0.0,1,4,1,64.0,1024.0,0.0
Samsung M13 SWA INS 00 board based on EXYNOS850,2022-10-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,128.0,1024.0,0.0
SAMSUNG SERRANO,2021-06-01,Unknown,Mobile/Embedded,1728.0,0.0,1,2,1,128.0,2048.0,0.0
"Samsung Technologies, Inc Exynos E1080",2021-10-01,Unknown,Mobile/Embedded,2808.0,0.0,1,8,1,64.0,1024.0,0.0
SM7325,2021-12-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,128.0,1024.0,2048.0
SM8325,2022-08-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,3072.0
SM8350,2021-10-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,3072.0
SM8450,2022-08-01,Unknown,Mobile/Embedded,2995.0,0.0,1,8,1,128.0,2048.0,3072.0
SMDK4x12,2021-07-01,Unknown,Mobile/Embedded,2704.0,0.0,1,8,1,32.0,512.0,0.0
Snapdragon 435,2021-02-01,Unknown,Mobile/Embedded,1401.0,0.0,1,8,1,32.0,1024.0,0.0
Snapdragon 662,2021-07-01,Unknown,Mobile/Embedded,2016.0,0.0,1,4,1,64.0,1024.0,0.0
Snapdragon 7325,2021-09-01,Unknown,Mobile/Embedded,2200.0,2400.0,1,4,1,128.0,1024.0,2048.0
Snapdragon 7c @ 1.96 GHz,2022-07-01,Unknown,"Laptop, Mobile/Embedded",1960.0,0.0,1,2,1,64.0,1024.0,0.0
Snapdragon 7c @ 2.40 GHz,2021-03-01,Unknown,"Laptop, Mobile/Embedded",2400.0,0.0,1,2,1,64.0,1024.0,0.0
Snapdragon 7c Gen 2 @ 2.55 GHz,2021-06-01,Unknown,"Laptop, Mobile/Embedded",2550.0,0.0,1,2,1,64.0,1024.0,0.0
Snapdragon 835,2021-03-01,Unknown,"Laptop, Mobile/Embedded",2600.0,0.0,1,8,1,128.0,2048.0,3072.0
Snapdragon 8350,2021-01-01,Unknown,Mobile/Embedded,2420.0,2842.0,1,4,1,128.0,2048.0,3072.0
Snapdragon 845 @ 2.8 GHz,2021-06-01,Unknown,Mobile/Embedded,2800.0,0.0,1,4,1,128.0,2048.0,3072.0
Snapdragon 850 @ 2.96 GHz,2021-03-01,Unknown,"Laptop, Mobile/Embedded",2950.0,0.0,1,4,1,128.0,2048.0,3072.0
Snapdragon 8c @ 2.46 GHz,2022-06-01,Unknown,"Laptop, Mobile/Embedded",2460.0,0.0,1,4,1,64.0,1024.0,0.0
Snapdragon 8cx @ 2.84 GHz,2021-02-01,Unknown,"Laptop, Mobile/Embedded",2840.0,0.0,1,4,1,128.0,2048.0,0.0
Snapdragon 8cx Gen 2 @ 3.0 GHz,2022-07-01,Unknown,"Laptop, Mobile/Embedded",3000.0,0.0,1,4,1,128.0,2048.0,0.0
Snapdragon 8cx Gen 2 @ 3.15 GHz,2021-03-01,Unknown,"Laptop, Mobile/Embedded",3150.0,0.0,1,4,1,128.0,2048.0,0.0
Snapdragon 8cx Gen 3 @ 3.0 GHz,2022-03-01,Unknown,"Laptop, Mobile/Embedded",3000.0,0.0,1,4,1,128.0,2048.0,0.0
Sony Mobile fusion3,2021-02-01,Unknown,Unknown,1512.0,0.0,1,4,1,64.0,1024.0,0.0
Spreadtrum SC7731e,2021-02-01,Unknown,Unknown,1300.0,0.0,1,4,1,32.0,512.0,0.0
Spreadtrum SC9853I-IA,2021-03-01,Unknown,Mobile/Embedded,1872.0,0.0,1,8,1,64.0,1024.0,0.0
Spreadtrum SC9863A Board,2022-05-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,64.0,1024.0,0.0
"Star based on Qualcomm Technologies, Inc SM8350",2021-04-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,3072.0
T610-Unisoc,2021-09-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,64.0,1024.0,0.0
T618,2022-01-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,64.0,1024.0,0.0
T700-Unisoc,2021-10-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,64.0,1024.0,0.0
"taoyao based Qualcomm Technologies, Inc. Yupik IDP",2022-08-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,128.0,2048.0,0.0
tn8,2021-04-01,Unknown,Mobile/Embedded,2218.0,0.0,1,4,1,32.0,512.0,0.0
UGOOS UT8 Board,2022-01-01,Unknown,Mobile/Embedded,1992.0,0.0,1,4,1,64.0,1024.0,0.0
UIS7862A,2022-04-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,128.0,1024.0,2048.0
Unisoc SC7731e,2021-05-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,32.0,512.0,0.0
Unisoc SC9832e,2021-03-01,Unknown,Mobile/Embedded,1400.0,0.0,1,4,1,32.0,512.0,0.0
Unisoc SC9863a,2021-01-01,Unknown,Mobile/Embedded,1600000.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc T310,2022-03-01,Unknown,Mobile/Embedded,2002.0,0.0,1,4,1,64.0,1024.0,0.0
Unisoc T606,2022-08-01,Unknown,Mobile/Embedded,1612.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc T610,2021-11-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc T612,2022-10-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc T618,2021-02-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc T700,2021-11-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc UIS8581A,2022-07-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc UIS8581E,2021-03-01,Unknown,Mobile/Embedded,1600.0,0.0,1,8,1,64.0,1024.0,0.0
Unisoc ums312,2021-09-01,Unknown,Mobile/Embedded,2002.0,0.0,1,4,1,64.0,1024.0,0.0
Unisoc ums512,2021-05-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,128.0,1024.0,2048.0
Unisoc ums9230,2021-11-01,Unknown,Mobile/Embedded,1612.0,0.0,1,8,1,128.0,2048.0,0.0
Unisoc ums9230H,2022-06-01,Unknown,Mobile/Embedded,1820.0,0.0,1,8,1,128.0,2048.0,0.0
Unisoc ums9230T,2022-07-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,128.0,2048.0,0.0
UNIVERSAL3475,2021-03-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,32.0,512.0,0.0
vendor Kirin710,2022-04-01,Unknown,Mobile/Embedded,2189.0,0.0,1,8,1,64.0,1024.0,0.0
vendor Kirin810,2022-03-01,Unknown,Mobile/Embedded,2276.0,0.0,1,8,1,128.0,2048.0,0.0
vendor Kirin820,2022-03-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,128.0,2048.0,0.0
vendor Kirin9000,2021-08-01,Unknown,Mobile/Embedded,3130.0,0.0,1,8,1,128.0,2048.0,4096.0
vendor Kirin9000E,2021-11-01,Unknown,Mobile/Embedded,3130.0,0.0,1,8,1,128.0,2048.0,4096.0
vendor Kirin970,2022-09-01,Unknown,Mobile/Embedded,2362.0,0.0,1,8,1,128.0,2048.0,4096.0
vendor Kirin980,2021-09-01,Unknown,Mobile/Embedded,2600.0,0.0,1,8,1,128.0,2048.0,4096.0
vendor Kirin985,2022-04-01,Unknown,Mobile/Embedded,2583.0,0.0,1,8,1,128.0,2048.0,4096.0
vendor Kirin990,2021-08-01,Unknown,Mobile/Embedded,2861.0,0.0,1,8,1,128.0,2048.0,4096.0
"Venus based on Qualcomm Technologies, Inc SM8350",2021-02-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,3072.0
VIA C7-D 1800MHz,2011-02-01,BGA400,Desktop,1800.0,0.0,1,1,1,64.0,128.0,0.0
VIA C7-M 1200MHz,2011-01-01,Unknown,Unknown,1200.0,0.0,1,1,1,64.0,128.0,0.0
VIA C7-M 1600MHz,2011-01-01,BGA400,Laptop,1600.0,0.0,1,1,1,64.0,128.0,0.0
VIA C7-M 6300MHz,2011-01-01,Unknown,Unknown,1600.0,0.0,1,1,1,64.0,128.0,0.0
VIA Eden 1000MHz,2017-12-01,NanoBGA2,Laptop,1000.0,0.0,1,1,1,64.0,64.0,0.0
VIA Eden 1200MHz,2017-05-01,NanoBGA2,Laptop,1200.0,0.0,1,1,1,64.0,64.0,0.0
VIA Eden C1050@1.06GHz,2017-11-01,Unknown,Unknown,1060.0,0.0,1,1,1,64.0,128.0,0.0
VIA Eden X2 U4200 @ 1.0+ GHz,2013-01-01,Unknown,Unknown,1000.0,0.0,1,2,1,64.0,1024.0,0.0
VIA Eden X4 C4250 @ 1.2+GHz,2015-07-01,Unknown,Unknown,1200.0,1733.0,1,4,1,64.0,1024.0,0.0
VIA Esther 1000MHz,2011-02-01,Unknown,Unknown,1000.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Esther 1500MHz,2011-01-01,Unknown,Unknown,1500.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano L2007@1600MHz,2012-07-01,BGA400,Laptop,1600.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano L2100@1800MHz,2011-01-01,BGA400,Laptop,1800.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano L2207@1600MHz,2014-01-01,BGA400,Laptop,1600.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano U2250 (1.6GHz Capable),2011-01-01,BGA400,Laptop,1300.0,1600.0,1,1,1,64.0,1024.0,0.0
VIA Nano U2250@1300+MHz,2011-01-01,BGA400,Laptop,1300.0,1600.0,1,1,1,64.0,1024.0,0.0
VIA Nano U2500@1200MHz,2011-08-01,BGA400,Laptop,1200.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano U3500@1000MHz,2011-09-01,BGA400,Laptop,1000.0,0.0,1,1,1,64.0,1024.0,0.0
VIA Nano X2 U4025 @ 1.2 GHz,2013-07-01,BGA400,Laptop,1200.0,0.0,1,2,1,64.0,1024.0,0.0
VIA Nehemiah,2011-01-01,Unknown,Unknown,1200.0,0.0,1,1,1,64.0,256.0,0.0
VIA QuadCore C4650@2.0GHz,2015-10-01,Unknown,Unknown,2000.0,0.0,1,4,1,64.0,2048.0,0.0
VIA QuadCore L4700 @ 1.2+ GHz,2013-06-01,Unknown,Laptop,1200.0,1460.0,1,4,1,64.0,1024.0,0.0
VIA QuadCore U4650 @ 1.0+ GHz,2012-12-01,Unknown,Desktop,1000.0,1200.0,1,4,1,64.0,1024.0,0.0
"Vili based on Qualcomm Technologies, Inc SM8350",2021-10-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,128.0,2048.0,3072.0
Virtual @ 2.55GHz,2022-11-01,Unknown,Unknown,2550.0,0.0,1,2,1,128.0,2048.0,0.0
Virtual @ 2.99GHz,2022-11-01,Unknown,Unknown,2990.0,0.0,1,4,1,128.0,2048.0,0.0
Virtual @ 3.14GHz,2022-12-01,Unknown,Unknown,3140.0,0.0,1,4,1,128.0,2048.0,0.0
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,2020-11-01,Unknown,Unknown,2990.0,2990.0,1,4,1,64.0,2048.0,4096.0
ZHAOXIN KaiXian KX-U6580@2.5GHz,2021-02-01,Unknown,Unknown,2500.0,0.0,1,8,1,64.0,2048.0,4096.0
ZHAOXIN KaiXian KX-U6780A@2.7GHz,2019-08-01,Unknown,Unknown,2700.0,0.0,1,8,1,64.0,2048.0,4096.0
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,2019-10-01,Unknown,Unknown,2000.0,0.0,1,4,1,64.0,2048.0,4096.0
AMD EPYC 7262,2019-12-01,SP3,Server,3200.0,3400.0,2,8,2,64.0,512.0,128144.0
AMD EPYC 7272,2020-05-01,SP3,Server,2900.0,3200.0,2,12,2,64.0,512.0,128144.0
AMD EPYC 7282,2019-12-01,SP3,Server,2800.0,3200.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 72F3,2021-12-01,SP3,Server,3700.0,4100.0,2,8,2,64.0,512.0,128144.0
AMD EPYC 7301,2019-04-01,SP3,Server,2200.0,2700.0,2,16,2,64.0,512.0,65536.0
AMD EPYC 7302,2020-01-01,SP3,Server,3000.0,3300.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 7313,2021-07-01,SP3,Server,3000.0,3700.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 7343,2021-06-01,SP3,Server,3200.0,3900.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 7351,2019-03-01,SP3,Server,2400.0,2900.0,2,16,2,64.0,512.0,65536.0
AMD EPYC 7352,2021-08-01,SP3,Server,2300.0,3200.0,2,24,2,64.0,512.0,128144.0
AMD EPYC 73F3,2021-06-01,SP3,Server,3500.0,4000.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 7401,2017-11-01,SP3,Server,2000.0,3000.0,2,24,2,64.0,512.0,98304.0
AMD EPYC 7402,2020-05-01,SP3,Server,2800.0,3350.0,2,24,2,64.0,512.0,128144.0
AMD EPYC 7413,2021-05-01,SP3,Server,2650.0,3600.0,2,24,2,64.0,512.0,128144.0
AMD EPYC 7443,2022-01-01,SP3,Server,2850.0,4000.0,2,24,2,64.0,512.0,128144.0
AMD EPYC 7451,2018-01-01,SP3,Server,2300.0,3200.0,2,24,2,64.0,512.0,98304.0
AMD EPYC 7452,2019-11-01,SP3,Server,2350.0,3350.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7453,2021-12-01,SP3,Server,2750.0,3450.0,2,28,2,64.0,512.0,128144.0
AMD EPYC 7473X,2022-09-01,SP3,Server,2800.0,3700.0,2,24,2,64.0,512.0,256512.0
AMD EPYC 74F3,2021-10-01,SP3,Server,3200.0,4000.0,2,24,2,64.0,512.0,128144.0
AMD EPYC 7502,2020-11-01,SP3,Server,2500.0,3350.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7513,2021-06-01,SP3,Server,2600.0,3650.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7532,2021-08-01,SP3,Server,2400.0,3300.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7542,2019-11-01,SP3,Server,2900.0,3400.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7543,2021-06-01,SP3,Server,2800.0,3700.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7551,2017-09-01,SP3,Server,2000.0,3000.0,2,32,2,64.0,512.0,98304.0
AMD EPYC 7552,2020-08-01,SP3,Server,2200.0,3300.0,2,48,2,64.0,512.0,128144.0
AMD EPYC 7573X,2022-08-01,SP3,Server,2800.0,3600.0,2,32,2,64.0,512.0,256512.0
AMD EPYC 75F3,2021-06-01,SP3,Server,2950.0,4000.0,2,32,2,64.0,512.0,128144.0
AMD EPYC 7601,2017-12-01,SP3,Server,2200.0,2700.0,2,32,2,64.0,512.0,131072.0
AMD EPYC 7643,2021-03-01,SP3,Server,2300.0,3600.0,2,48,2,64.0,512.0,128144.0
AMD EPYC 7662,2021-04-01,SP3,Server,2000.0,3300.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7702,2020-05-01,SP3,Server,2000.0,3350.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7713,2021-03-01,SP3,Server,2000.0,3675.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7742,2019-09-01,SP3,Server,2250.0,3400.0,2,64,2,64.0,512.0,131072.0
AMD EPYC 7763,2021-03-01,SP3,Server,2450.0,3500.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7773X,2022-06-01,SP3,Server,2200.0,3500.0,2,64,2,64.0,512.0,256512.0
AMD EPYC 7B12,2021-06-01,SP3,Server,2249.0,3300.0,2,64,2,64.0,512.0,131072.0
AMD EPYC 7F32,2020-10-01,SP3,Server,3700.0,3900.0,2,8,2,64.0,512.0,128144.0
AMD EPYC 7F52,2020-06-01,SP3,Server,3500.0,3900.0,2,16,2,64.0,512.0,128144.0
AMD EPYC 7H12,2019-12-01,SP3,Server,2600.0,3300.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7J13,2021-04-01,Unknown,Server,2550.0,3500.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7K83,2022-07-01,Unknown,Server,3529.0,0.0,2,64,2,64.0,512.0,128144.0
AMD EPYC 7R32,2020-12-01,Unknown,Server,2800.0,3300.0,2,48,2,64.0,512.0,128144.0
AMD EPYC 7T83,2022-04-01,SP3,Server,2450.0,3500.0,2,64,2,64.0,512.0,128144.0
AMD Opteron 2218,2009-03-01,F (1207),Server,2600.0,0.0,2,2,1,64.0,1024.0,0.0
AMD Opteron 2220,2009-04-01,F (1207),Server,2800.0,0.0,2,2,1,64.0,1024.0,0.0
AMD Opteron 2354,2013-09-01,F (1207),Server,2200.0,0.0,2,4,1,64.0,1024.0,0.0
AMD Opteron 2356,2009-08-01,F (1207),Server,2300.0,0.0,2,4,1,64.0,1024.0,0.0
AMD Opteron 2374 HE,2010-04-01,F (1207),Server,2200.0,0.0,2,4,1,64.0,1024.0,0.0
AMD Opteron 2382,2016-04-01,F (1207),Server,2600.0,0.0,2,4,1,64.0,1024.0,0.0
AMD Opteron 2387,2013-11-01,F (1207),Server,2800.0,0.0,2,4,1,64.0,1024.0,0.0
AMD Opteron 2427,2011-07-01,F (1207),Server,2200.0,0.0,2,6,1,64.0,1024.0,0.0
AMD Opteron 2435,2013-03-01,F (1207),Server,2600.0,0.0,2,6,1,64.0,1024.0,0.0
AMD Opteron 285,2009-04-01,940,Server,2600.0,0.0,2,2,1,64.0,1024.0,0.0
AMD Opteron 290,2009-06-01,940,Server,2800.0,0.0,2,2,1,64.0,1024.0,0.0
AMD Opteron 4130,2016-05-01,F (1207),Server,2600.0,3200.0,2,4,1,64.0,512.0,0.0
AMD Opteron 4284,2013-02-01,Socket C32,Server,3000.0,3300.0,2,4,2,64.0,1024.0,0.0
AMD Opteron 4386,2014-06-01,C32,Server,3100.0,3800.0,2,4,2,64.0,1024.0,0.0
AMD Opteron 6128,2010-04-01,G34,Server,2000.0,0.0,2,8,1,64.0,1024.0,12288.0
AMD Opteron 6128 HE,2015-05-01,Socket G34,Server,2000.0,0.0,2,8,1,64.0,1024.0,12288.0
AMD Opteron 6134,2010-12-01,G34,Server,2300.0,0.0,2,8,1,64.0,1024.0,12288.0
AMD Opteron 6136,2013-06-01,Socket G34,Server,2400.0,0.0,2,8,1,64.0,1024.0,12288.0
AMD Opteron 6174,2013-05-01,Socket G34,Server,2200.0,3200.0,4,12,1,64.0,1024.0,12288.0
AMD Opteron 6176 SE,2010-08-01,G34,Server,2300.0,0.0,2,12,1,64.0,1024.0,12288.0
AMD Opteron 6220,2013-07-01,Socket G34,Server,3000.0,3600.0,2,4,2,64.0,1024.0,12288.0
AMD Opteron 6234,2012-01-01,G34,Server,2400.0,3000.0,2,6,2,64.0,1024.0,12288.0
AMD Opteron 6272,2011-12-01,G34,Server,2100.0,3000.0,2,8,2,64.0,1024.0,12288.0
AMD Opteron 6274,2012-02-01,G34,Server,2200.0,3100.0,2,8,2,64.0,1024.0,12288.0
AMD Opteron 6276,2013-03-01,Socket G34,Server,2300.0,2600.0,4,8,2,64.0,1024.0,12288.0
AMD Opteron 6276,2013-03-01,Socket G34,Server,2300.0,2600.0,2,8,2,64.0,1024.0,12288.0
AMD Opteron 6278,2013-03-01,Unknown,Server,2400.0,2700.0,4,16,1,64.0,1024.0,12288.0
AMD Opteron 6282 SE,2013-02-01,Unknown,Server,2600.0,3000.0,2,16,1,64.0,1024.0,12288.0
AMD Opteron 6328,2013-07-01,G34,Server,3200.0,3800.0,4,4,2,64.0,1024.0,12288.0
AMD Opteron 6328,2013-07-01,G34,Server,3200.0,3800.0,2,4,2,64.0,1024.0,12288.0
AMD Opteron 6348,2013-05-01,Unknown,Server,2800.0,3100.0,2,6,2,64.0,1024.0,12288.0
AMD Opteron 6366 HE,2014-04-01,Unknown,Server,1800.0,2300.0,2,8,2,64.0,1024.0,12288.0
AMD Opteron 6376,2013-08-01,Socket G34,Server,2300.0,3200.0,4,8,2,64.0,1024.0,12288.0
AMD Opteron 6376,2013-08-01,Socket G34,Server,2300.0,3200.0,2,8,2,64.0,1024.0,12288.0
AMD Opteron 6378,2015-02-01,G34,Server,2400.0,3300.0,4,8,2,64.0,1024.0,12288.0
