name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,l1_cache,l2_cache,l3_cache
Intel Xeon X5675 @ 3.07GHz,67.0,95.0,2011-02-01,LGA1366,Server,3070.0,3460.0,1,6,2,1099,307,32.0,256.0,12288.0
Intel Xeon X5677 @ 3.47GHz,110.0,130.0,2010-03-01,LGA1366,Server,3470.0,3730.0,1,4,2,1329,75,32.0,256.0,12288.0
Intel Xeon X5679 @ 3.20GHz,0.0,115.0,2011-12-01,LGA1366,Server,3200.0,3600.0,1,6,2,1004,7,32.0,256.0,12288.0
Intel Xeon X5680 @ 3.33GHz,165.0,130.0,2010-04-01,LGA1366,Server,3330.0,3600.0,1,6,2,1057,254,32.0,256.0,12288.0
Intel Xeon X5687 @ 3.60GHz,189.95,130.0,2011-04-01,LGA1366,Server,3600.0,3860.0,1,4,2,1289,118,32.0,256.0,12288.0
Intel Xeon X5690 @ 3.47GHz,169.47,130.0,2011-03-01,LGA1366,Server,3470.0,3730.0,1,6,2,1034,296,32.0,256.0,12288.0
Intel Xeon X5698 @ 4.40GHz,0.0,130.0,2013-06-01,LGA1366,Server,4400.0,0.0,1,2,2,1641,2,32.0,256.0,12288.0
Intel Xeon X6550 @ 2.00GHz,79.0,130.0,2013-12-01,LGA1567,Server,2000.0,2400.0,1,4,1,2294,1,32.0,1024.0,24576.0
"lisa based Qualcomm Technologies, Inc. SM7325",0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1254,71,32.0,1024.0,2048.0
M7221,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1500.0,0.0,1,4,1,3344,2,32.0,512.0,0.0
Manta,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1700.0,0.0,1,2,1,3652,3,0.0,0.0,0.0
"Mars based on Qualcomm Technologies, Inc SM8350",0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,2841.0,0.0,1,8,1,1336,5,32.0,1024.0,4096.0
MediaTek MT6735,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3507,23,32.0,512.0,0.0
MediaTek MT6737,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1248000.0,0.0,1,4,1,3553,48,32.0,512.0,0.0
MediaTek MT6737M,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1092.0,0.0,1,4,1,3654,3,32.0,512.0,0.0
MediaTek MT6737T,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1443.0,0.0,1,4,1,3351,22,32.0,512.0,0.0
MediaTek MT6739WA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1274.0,0.0,1,4,1,3611,22,32.0,512.0,0.0
MediaTek MT6739WW,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1495000.0,0.0,1,4,1,3587,114,32.0,512.0,0.0
MediaTek MT6750,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1508000.0,0.0,1,8,1,2968,41,32.0,512.0,0.0
MediaTek MT6750T,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,2863,26,32.0,512.0,0.0
MediaTek MT6750V/WT,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,2915,8,32.0,512.0,0.0
MediaTek MT6753,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1300.0,0.0,1,8,1,3033,19,32.0,512.0,0.0
MediaTek MT6753T,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1495.0,0.0,1,8,1,2840,10,32.0,512.0,0.0
MediaTek MT6757CD,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,2464,19,32.0,1024.0,0.0
MediaTek MT6757V,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2340.0,0.0,1,8,1,2536,4,32.0,1024.0,0.0
MediaTek MT6761V/WBB,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001000.0,0.0,1,4,1,3276,90,32.0,512.0,0.0
MediaTek MT6761V/WE,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3293,38,32.0,512.0,0.0
MediaTek MT6762G,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2812,90,32.0,512.0,0.0
MediaTek MT6762V/CA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2931,64,32.0,512.0,0.0
MediaTek MT6762V/CB,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2655,25,32.0,512.0,0.0
MediaTek MT6762V/CN,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3448,12,32.0,512.0,0.0
MediaTek MT6762V/WA,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2001000.0,0.0,1,8,1,2610,84,32.0,512.0,0.0
MediaTek MT6762V/WB,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2001000.0,0.0,1,8,1,2676,121,32.0,512.0,0.0
MediaTek MT6762V/WD,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1801000.0,0.0,1,8,1,2570,77,32.0,512.0,0.0
MediaTek MT6762V/WR,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2001000.0,0.0,1,8,1,2597,60,32.0,512.0,0.0
MediaTek MT6763V/CE,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2181,21,32.0,512.0,0.0
MediaTek MT6763V/V,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,2558,34,32.0,512.0,0.0
MediaTek MT6765G,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2301000.0,0.0,1,8,1,2583,133,32.0,512.0,0.0
MediaTek MT6765V/CA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2421,94,32.0,512.0,0.0
MediaTek MT6765V/CB,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2301000.0,0.0,1,8,1,2411,198,32.0,512.0,0.0
MediaTek MT6768V/CA,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2000000.0,0.0,1,8,1,2128,110,32.0,1024.0,0.0
MediaTek MT6769T,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2000000.0,0.0,1,8,1,2046,109,32.0,1024.0,0.0
MediaTek MT6769V/CB,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2069,39,32.0,1024.0,0.0
MediaTek MT6769V/CU,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1998,27,32.0,1024.0,0.0
MediaTek MT6769V/WB,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2154,1,32.0,1024.0,0.0
MediaTek MT6769Z,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2036,126,32.0,1024.0,0.0
MediaTek MT6771V/C,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1989000.0,0.0,1,8,1,1996,96,32.0,1024.0,0.0
MediaTek MT6771V/CT,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2106.0,0.0,1,8,1,1966,76,32.0,1024.0,0.0
MediaTek MT6771V/W,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1989000.0,0.0,1,8,1,2064,120,32.0,1024.0,0.0
MediaTek MT6771V/WM,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1807.0,0.0,1,8,1,2200,34,32.0,1024.0,0.0
MediaTek MT6771V/WT,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2106000.0,0.0,1,8,1,2077,74,32.0,1024.0,0.0
MediaTek MT6779V/CE,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2200000.0,0.0,1,8,1,1846,30,32.0,1024.0,0.0
MediaTek MT6779V/CU,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2200000.0,0.0,1,8,1,1969,25,32.0,1024.0,0.0
MediaTek MT6779V/CV,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2200.0,0.0,1,8,1,1931,44,32.0,1024.0,0.0
MediaTek MT6785V/CC,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2050000.0,0.0,1,8,1,1717,375,32.0,1024.0,0.0
MediaTek MT6785V/CD,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1633,199,32.0,1024.0,0.0
MediaTek MT6789,0.0,0.0,2022-10-01,Unknown,Mobile/Embedded,2200.0,0.0,1,8,1,1398,4,32.0,1024.0,0.0
MediaTek MT6797,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1846000.0,0.0,1,10,1,2426,19,32.0,1024.0,0.0
MediaTek MT6797T,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2500.0,0.0,1,10,1,2546,8,32.0,1024.0,0.0
MediaTek MT6797X,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1547.0,0.0,1,10,1,2168,10,32.0,1024.0,0.0
MediaTek MT6853T,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1681,26,32.0,1024.0,2048.0
MediaTek MT6873,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2000000.0,0.0,1,8,1,1530,56,32.0,1024.0,2048.0
MediaTek MT6895,0.0,0.0,2022-06-01,Unknown,Mobile/Embedded,2850.0,0.0,1,8,1,929,23,32.0,1024.0,4096.0
MediaTek MT6983,0.0,0.0,2022-05-01,Unknown,Mobile/Embedded,3050.0,0.0,1,8,1,939,5,32.0,2048.0,6144.0
MediaTek MT8163,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3395,29,32.0,512.0,0.0
MediaTek MT8166B,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,2001000.0,0.0,1,4,1,3038,25,32.0,512.0,0.0
MediaTek MT8167B,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1300.0,0.0,1,4,1,3641,15,32.0,512.0,0.0
MediaTek MT8168A,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3357,45,32.0,512.0,0.0
MediaTek MT8183,0.0,0.0,2021-01-01,Unknown,Mobile/Embedded,1989000.0,0.0,1,8,1,2291,64,32.0,1024.0,0.0
MediaTek MT8735B,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1248.0,0.0,1,4,1,3636,5,32.0,512.0,0.0
MediaTek MT8768CT,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2324,30,32.0,512.0,0.0
MediaTek MT8768WA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2483,52,32.0,512.0,0.0
MediaTek MT8768WT,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2345,224,32.0,512.0,0.0
Microsoft ARM SQ1 @ 3.0 GHz,0.0,15.0,2019-11-01,Unknown,Laptop,3000.0,0.0,1,8,1,1335,33,32.0,1024.0,2048.0
Microsoft SQ2 @ 3.15 GHz,0.0,0.0,2021-02-01,Unknown,Unknown,3150.0,3150.0,1,8,1,1207,17,32.0,1024.0,2048.0
Mobile AMD Athlon 2500+,0.0,0.0,2009-10-01,Unknown,Laptop,1867.0,0.0,1,1,1,3815,2,64.0,512.0,0.0
Mobile AMD Athlon 4 2400+,0.0,0.0,2010-11-01,Unknown,Laptop,1800.0,0.0,1,1,1,3831,2,64.0,512.0,0.0
Mobile AMD Athlon 64 3200+,0.0,81.5,2009-03-01,Unknown,Laptop,2200.0,0.0,1,1,1,3692,5,64.0,512.0,0.0
Mobile AMD Athlon 64 3400+,0.0,81.5,2009-02-01,Unknown,Laptop,2200.0,0.0,1,1,1,3686,2,128.0,512.0,0.0
Mobile AMD Athlon 64 3700+,0.0,81.5,2009-03-01,Unknown,Laptop,2400.0,0.0,1,1,1,3651,3,128.0,512.0,0.0
Mobile AMD Athlon 64 4000+,0.0,62.0,2009-03-01,Unknown,Laptop,2600.0,0.0,1,1,1,3710,6,128.0,512.0,0.0
Mobile AMD Athlon MP-M 1800+,0.0,35.0,2014-01-01,Unknown,Laptop,1800.0,0.0,1,1,1,3917,1,128.0,256.0,0.0
Mobile AMD Athlon MP-M 2400+,0.0,0.0,2012-11-01,Unknown,Laptop,2000.0,0.0,1,1,1,3887,1,128.0,256.0,0.0
Mobile AMD Athlon XP-M 1600+,0.0,0.0,2009-07-01,Unknown,Laptop,1400.0,0.0,1,1,1,3920,2,64.0,256.0,0.0
Mobile AMD Athlon XP-M 1800+,0.0,45.0,2009-03-01,Socket A,Laptop,1513.0,0.0,1,1,1,3884,2,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2000+,0.0,0.0,2009-03-01,Unknown,Laptop,1667.0,0.0,1,1,1,3879,5,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2200+,0.0,0.0,2009-03-01,Unknown,Laptop,1800.0,0.0,1,1,1,3823,2,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2400+,0.0,0.0,2009-02-01,Unknown,Laptop,2000.0,0.0,1,1,1,3842,5,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2500+,0.0,0.0,2009-03-01,Unknown,Laptop,1867.0,0.0,1,1,1,3841,4,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2600+,0.0,0.0,2009-05-01,Unknown,Laptop,2133.0,0.0,1,1,1,3814,6,64.0,256.0,0.0
Mobile AMD Athlon XP-M 2800+,0.0,0.0,2009-05-01,Unknown,Laptop,2133.0,0.0,1,1,1,3821,3,64.0,256.0,0.0
Mobile AMD Athlon XP-M 3000+,0.0,0.0,2009-10-01,Unknown,Laptop,2200.0,0.0,1,1,1,3820,3,64.0,256.0,0.0
Mobile AMD Sempron 2100+,0.0,8.0,2011-08-01,S1,"Laptop, Mobile/Embedded",1000.0,0.0,1,1,1,3926,3,64.0,256.0,0.0
Mobile AMD Sempron 2600+,0.0,0.0,2009-05-01,Unknown,Laptop,1600.0,0.0,1,1,1,3790,2,64.0,256.0,0.0
Mobile AMD Sempron 2800+,0.0,0.0,2009-02-01,Unknown,Laptop,1600.0,0.0,1,1,1,3824,12,64.0,256.0,0.0
Mobile AMD Sempron 3100+,0.0,0.0,2009-01-01,Unknown,Laptop,1800.0,0.0,1,1,1,3762,10,64.0,128.0,0.0
Mobile AMD Sempron 3300+,0.0,0.0,2009-02-01,Unknown,Laptop,2000.0,0.0,1,1,1,3736,23,64.0,128.0,0.0
Mobile AMD Sempron 3400+,0.0,25.0,2009-02-01,Socket S1 (S1g1),Laptop,2000.0,0.0,1,1,1,3772,18,64.0,256.0,0.0
Mobile AMD Sempron 3500+,0.0,0.0,2009-01-01,Unknown,Laptop,1800.0,0.0,1,1,1,3746,66,64.0,256.0,0.0
Mobile AMD Sempron 3600+,0.0,25.0,2009-02-01,S1,Laptop,2200.0,0.0,1,1,1,3719,64,64.0,256.0,0.0
Mobile AMD Sempron 3800+,0.0,0.0,2009-12-01,Unknown,Laptop,2200.0,0.0,1,1,1,3679,5,64.0,256.0,0.0
Mobile Intel Celeron 1.70GHz,0.0,0.0,2009-04-01,Unknown,Laptop,1700.0,0.0,1,1,1,3985,2,64.0,128.0,0.0
Mobile Intel Celeron 1.80GHz,0.0,66.1,2009-07-01, PPGA478,Laptop,1800.0,0.0,1,1,1,3981,2,64.0,128.0,0.0
Mobile Intel Celeron 1333MHz,0.0,0.0,2010-02-01,Unknown,Laptop,1333.0,0.0,1,1,1,3899,2,64.0,128.0,0.0
Mobile Intel Celeron 2.00GHz,0.0,0.0,2009-03-01,Unknown,Laptop,2000.0,0.0,1,1,1,3967,2,64.0,128.0,0.0
Mobile Intel Celeron 2.20GHz,0.0,0.0,2009-04-01,Unknown,Laptop,2200.0,0.0,1,1,1,3951,2,64.0,128.0,0.0
Mobile Intel Celeron 2.40GHz,0.0,0.0,2009-02-01,Unknown,Laptop,2400.0,0.0,1,1,1,3943,3,64.0,128.0,0.0
Mobile Intel Pentium 4 - M 1.70GHz,275.0,0.0,2009-03-01,Unknown,Laptop,1700.0,0.0,1,1,1,3980,5,64.0,512.0,0.0
Mobile Intel Pentium 4 - M 1.80GHz,0.0,0.0,2009-03-01,Unknown,Laptop,1800.0,0.0,1,1,1,3983,5,64.0,512.0,0.0
Mobile Intel Pentium 4 - M 2.00GHz,0.0,0.0,2009-02-01,Unknown,Laptop,2000.0,0.0,1,1,1,3963,4,64.0,512.0,0.0
Mobile Intel Pentium 4 - M 2.20GHz,0.0,0.0,2009-02-01,Unknown,Laptop,2200.0,0.0,1,1,1,3954,9,64.0,512.0,0.0
Mobile Intel Pentium 4 - M 2.40GHz,0.0,0.0,2009-03-01,Unknown,Laptop,2400.0,0.0,1,1,1,3959,6,64.0,512.0,0.0
Mobile Intel Pentium 4 2.66GHz,0.0,66.1,2009-03-01,PGA478,Desktop,2660.0,0.0,1,1,1,3901,2,64.0,512.0,0.0
Mobile Intel Pentium 4 2.80GHz,0.0,69.7,2009-02-01,PGA478,Desktop,2800.0,0.0,1,1,2,3865,6,64.0,512.0,0.0
Mobile Intel Pentium 4 3.06GHz,0.0,81.8,2009-02-01,PGA478,Desktop,3060.0,0.0,1,1,2,3850,16,64.0,512.0,0.0
Mobile Intel Pentium 4 3.20GHz,0.0,82.0,2009-02-01,PGA478,Desktop,3200.0,0.0,1,1,2,3834,7,64.0,512.0,0.0
Mobile Intel Pentium 4 3.33GHz,0.0,0.0,2009-02-01,Unknown,Laptop,3330.0,0.0,1,1,2,3665,2,64.0,512.0,0.0
Mobile Intel Pentium III - M 1200MHz,0.0,22.0,2009-03-01,"BGA2, microPGA2",Laptop,1200.0,0.0,1,1,1,3952,4,32.0,256.0,0.0
Mobile Intel Pentium III - M 933MHz,0.0,20.1,2009-07-01,"BGA2, microPGA2",Laptop,933.0,0.0,1,1,1,3971,2,32.0,256.0,0.0
msm8960dt,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1728.0,0.0,1,2,1,3798,1,64.0,1024.0,0.0
MT5893,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1500.0,0.0,1,4,1,3285,1,32.0,512.0,0.0
MT6592,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,1365.0,0.0,1,8,1,3482,1,32.0,1024.0,0.0
MT6592T,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2932,2,32.0,1024.0,0.0
MT6735M,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,988.0,0.0,1,4,1,3714,6,32.0,512.0,0.0
MT6735P,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,988.0,0.0,1,4,1,3693,15,32.0,512.0,0.0
MT6738,0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,3294,1,32.0,512.0,0.0
MT6739CH,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,1495.0,0.0,1,4,1,3378,2,32.0,512.0,0.0
MT6739WM,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,1105.0,0.0,1,4,1,3713,2,32.0,512.0,0.0
MT6750V/C,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,2656,9,32.0,1024.0,0.0
MT6750V/CS,0.0,0.0,2022-04-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,3022,1,32.0,1024.0,0.0
MT6750V/DN,0.0,0.0,2022-11-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,2735,1,32.0,1024.0,0.0
MT6750V/W,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1508.0,0.0,1,8,1,3123,10,32.0,1024.0,0.0
MT6752,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1690.0,0.0,1,8,1,2430,3,32.0,1024.0,0.0
MT6755,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,2729,4,32.0,1024.0,0.0
MT6755BM,0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,1807.0,0.0,1,8,1,2913,2,32.0,1024.0,0.0
MT6755M,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1807.0,0.0,1,8,1,2766,3,32.0,1024.0,0.0
MT6755V/BM,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,1807.0,0.0,1,8,1,2775,2,32.0,1024.0,0.0
MT6755V/W,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,2479,5,32.0,1024.0,0.0
MT6755V/WM,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,2894,3,32.0,1024.0,0.0
MT6755V/WS,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,2648,2,32.0,1024.0,0.0
MT6757W,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2340.0,0.0,1,8,1,2355,5,32.0,1024.0,0.0
MT6757WD,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,2398,7,32.0,1024.0,0.0
MT6757WH,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2392.0,0.0,1,8,1,2828,2,32.0,1024.0,0.0
MT6761V/CAB,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3144,5,32.0,1024.0,0.0
MT6761V/CBB,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3121,2,32.0,1024.0,0.0
MT6761V/CD,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3194,1,32.0,1024.0,0.0
MT6761V/WAB,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3210,8,32.0,1024.0,0.0
MT6761V/WD,0.0,0.0,2021-09-01,Unknown,Mobile/Embedded,1800.0,0.0,1,4,1,3460,5,32.0,1024.0,0.0
MT6762,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2468,2,32.0,1024.0,0.0
mt6762m,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2001.0,0.0,1,4,1,3465,2,32.0,1024.0,0.0
MT6762V/CR,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,2001.0,0.0,1,8,1,2694,2,32.0,1024.0,0.0
MT6763V/B,0.0,0.0,2021-06-01,Unknown,Mobile/Embedded,2002.0,0.0,1,8,1,2530,6,32.0,1024.0,0.0
MT6763V/CT,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2500.0,0.0,1,8,1,2520,13,32.0,1024.0,0.0
MT6763V/WT,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2340.0,0.0,1,8,1,2703,3,32.0,1024.0,0.0
MT6765,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2392,13,32.0,1024.0,0.0
MT6765H,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2233,16,32.0,1024.0,0.0
MT6765V/WA,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2437,19,32.0,1024.0,0.0
MT6765V/WB,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2301.0,0.0,1,8,1,2362,52,32.0,1024.0,0.0
MT6768G,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1881,5,32.0,1024.0,0.0
MT6769H,0.0,0.0,2021-11-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1920,31,32.0,2048.0,0.0
MT6769V,0.0,0.0,2022-10-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,2139,2,32.0,2048.0,0.0
MT6769V/CT,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1982,195,32.0,2048.0,0.0
MT6769V/CZ,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1933,68,32.0,2048.0,0.0
MT6771V/CL,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,1989.0,0.0,1,8,1,1767,2,32.0,1024.0,0.0
MT6771V/WL,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,1989.0,0.0,1,8,1,2097,16,32.0,1024.0,0.0
mt6779,0.0,0.0,2022-08-01,Unknown,Mobile/Embedded,2200.0,0.0,1,8,1,2126,5,64.0,1024.0,0.0
MT6781,0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1528,74,32.0,1024.0,0.0
MT6781V/CD,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1514,16,32.0,1024.0,0.0
MT6785,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2050.0,0.0,1,8,1,1618,176,32.0,1024.0,0.0
MT6795,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,2716,7,32.0,2048.0,0.0
MT6795M,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,1950.0,0.0,1,8,1,3010,1,32.0,2048.0,0.0
MT6795MM,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,1846.0,0.0,1,8,1,3374,1,32.0,2048.0,0.0
MT6797D,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2314.0,0.0,1,10,1,3222,4,32.0,1024.0,0.0
MT6797M,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,1846.0,0.0,1,10,1,2413,10,32.0,1024.0,0.0
MT6833,0.0,0.0,2021-05-01,Unknown,Mobile/Embedded,2203.0,0.0,1,8,1,1560,91,128.0,256.0,0.0
MT6833P,0.0,0.0,2021-12-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1491,33,128.0,256.0,0.0
MT6833V/NZA,0.0,0.0,2021-07-01,Unknown,Mobile/Embedded,2203.0,0.0,1,8,1,1615,110,128.0,256.0,0.0
MT6833V/PNZA,0.0,0.0,2021-10-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1497,25,128.0,256.0,0.0
MT6833V/ZA,0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,2203.0,0.0,1,8,1,1512,79,128.0,256.0,0.0
MT6853V/NZA,0.0,0.0,2021-04-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1700,102,128.0,256.0,0.0
MT6853V/TNZA,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1600,105,128.0,256.0,0.0
MT6853V/ZA,0.0,0.0,2021-11-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1603,2,128.0,256.0,0.0
MT6875,0.0,0.0,2021-03-01,Unknown,Mobile/Embedded,2600.0,0.0,1,8,1,1432,3,64.0,1024.0,0.0
MT6877T,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,2500.0,0.0,1,8,1,1408,15,64.0,1024.0,0.0
MT6877V/TZA,0.0,0.0,2022-02-01,Unknown,Mobile/Embedded,2500.0,0.0,1,8,1,1361,34,64.0,1024.0,0.0
MT6877V/ZA,0.0,0.0,2021-08-01,Unknown,Mobile/Embedded,2400.0,0.0,1,8,1,1371,44,64.0,1024.0,0.0
MT6883Z/CZA,0.0,0.0,2022-01-01,Unknown,Mobile/Embedded,2000.0,0.0,1,8,1,1224,7,64.0,1024.0,0.0
MT6889Z/CZA,0.0,0.0,2021-02-01,Unknown,Mobile/Embedded,2600.0,0.0,1,8,1,1409,16,64.0,2048.0,0.0
